run_accession	study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	biosample	bioproject	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	id	biosamplemodel	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRR23126362	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077252	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_5F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492212	-	SAMN32798719	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	175766	25364413	175766	78391356	m1_1_5F_1.fq	SRR23126362.lite	17239358	2023-01-29 15:50:13	1d1f11e51f51be51860aa545670d8d48	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126362/SRR23126362.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126362/SRR23126362.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126362/SRR23126362.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126362/SRR23126362.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_5F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/062/SRR23126362/SRR23126362_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/062/SRR23126362/SRR23126362_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/062/SRR23126362/SRR23126362_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/062/SRR23126362/SRR23126362_2.fastq.gz
SRR23126363	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077251	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_4F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492211	-	SAMN32798718	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	10965	1860871	10965	4890367	m1_1_4F_1.fq	SRR23126363.lite	1290265	2023-01-29 06:02:56	ac0c30d6a920004ae74fc9c9b56668e8	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126363/SRR23126363.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126363/SRR23126363.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126363/SRR23126363.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126363/SRR23126363.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_4F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/063/SRR23126363/SRR23126363_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/063/SRR23126363/SRR23126363_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/063/SRR23126363/SRR23126363_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/063/SRR23126363/SRR23126363_2.fastq.gz
SRR23126364	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077250	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_2F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492210	-	SAMN32798717	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	179627	29086257	179627	80113163	m1_1_2F_1.fq	SRR23126364.lite	20285004	2023-01-29 15:50:16	6314ee57c5f76f507e94ca14cba049ec	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126364/SRR23126364.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126364/SRR23126364.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126364/SRR23126364.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126364/SRR23126364.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_2F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/064/SRR23126364/SRR23126364_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/064/SRR23126364/SRR23126364_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/064/SRR23126364/SRR23126364_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/064/SRR23126364/SRR23126364_2.fastq.gz
SRR23126365	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077249	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_1F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492209	-	SAMN32798716	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	177048	26646217	177048	78962967	m1_1_1F_1.fq	SRR23126365.lite	18426215	2023-01-29 15:50:13	2372f046a3ef5f6c51acb3ad3cc2819e	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126365/SRR23126365.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126365/SRR23126365.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126365/SRR23126365.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126365/SRR23126365.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_1F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/065/SRR23126365/SRR23126365_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/065/SRR23126365/SRR23126365_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/065/SRR23126365/SRR23126365_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/065/SRR23126365/SRR23126365_2.fastq.gz
SRR23126366	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077248	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_5_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492208	-	SAMN32798680	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	150847	14561202	150847	67729851	m1_1_5_1.fq	SRR23126366.lite	10502894	2023-01-29 08:24:41	ddc6405c0cab848f32b3b7001553ae74	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126366/SRR23126366.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126366/SRR23126366.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126366/SRR23126366.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126366/SRR23126366.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_5	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/066/SRR23126366/SRR23126366_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/066/SRR23126366/SRR23126366_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/066/SRR23126366/SRR23126366_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/066/SRR23126366/SRR23126366_2.fastq.gz
SRR23126367	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077247	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_1_9_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492207	-	SAMN32798715	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	160639	16370875	160639	72126616	m3_1_9_1.fq	SRR23126367.lite	12112025	2023-01-29 13:07:19	872521dc9b3b34b3a51986e24699f33e	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126367/SRR23126367.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126367/SRR23126367.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126367/SRR23126367.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126367/SRR23126367.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_1_9	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/067/SRR23126367/SRR23126367_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/067/SRR23126367/SRR23126367_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/067/SRR23126367/SRR23126367_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/067/SRR23126367/SRR23126367_2.fastq.gz
SRR23126368	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077246	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_1_8_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492205	-	SAMN32798714	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	180157	15410001	180157	80890117	m3_1_8_1.fq	SRR23126368.lite	10787131	2023-01-29 08:24:45	0266456f6765c0ad8404145019565c05	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126368/SRR23126368.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126368/SRR23126368.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126368/SRR23126368.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126368/SRR23126368.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_1_8	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/068/SRR23126368/SRR23126368_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/068/SRR23126368/SRR23126368_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/068/SRR23126368/SRR23126368_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/068/SRR23126368/SRR23126368_2.fastq.gz
SRR23126369	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077245	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_1_7_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492206	-	SAMN32798713	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	185128	18232745	185128	83121814	m3_1_7_1.fq	SRR23126369.lite	13071772	2023-01-29 13:07:03	b150c7753b9d1859893c31e17d3272aa	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126369/SRR23126369.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126369/SRR23126369.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126369/SRR23126369.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126369/SRR23126369.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_1_7	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/069/SRR23126369/SRR23126369_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/069/SRR23126369/SRR23126369_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/069/SRR23126369/SRR23126369_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/069/SRR23126369/SRR23126369_2.fastq.gz
SRR23126370	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077244	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_1_6_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492204	-	SAMN32798712	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	181882	17184842	181882	81664475	m3_1_6_1.fq	SRR23126370.lite	12235046	2023-01-29 08:24:42	a13bee030669bbdd141b74ddeaf31d85	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126370/SRR23126370.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126370/SRR23126370.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126370/SRR23126370.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126370/SRR23126370.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_1_6	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/070/SRR23126370/SRR23126370_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/070/SRR23126370/SRR23126370_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/070/SRR23126370/SRR23126370_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/070/SRR23126370/SRR23126370_2.fastq.gz
SRR23126371	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077243	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_1_5_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492203	-	SAMN32798711	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	148600	15056761	148600	66721096	m3_1_5_1.fq	SRR23126371.lite	11044258	2023-01-29 08:24:43	f5b243333021ef312ee7f6f6bcc1a8ce	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126371/SRR23126371.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126371/SRR23126371.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126371/SRR23126371.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126371/SRR23126371.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_1_5	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/071/SRR23126371/SRR23126371_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/071/SRR23126371/SRR23126371_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/071/SRR23126371/SRR23126371_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/071/SRR23126371/SRR23126371_2.fastq.gz
SRR23126372	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077242	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_1_4_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492202	-	SAMN32798710	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	140994	12794717	140994	63305928	m3_1_4_1.fq	SRR23126372.lite	9050372	2023-01-29 08:24:52	91f5b359de22245b3a2ed4b8b1660752	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126372/SRR23126372.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126372/SRR23126372.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126372/SRR23126372.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126372/SRR23126372.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_1_4	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/072/SRR23126372/SRR23126372_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/072/SRR23126372/SRR23126372_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/072/SRR23126372/SRR23126372_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/072/SRR23126372/SRR23126372_2.fastq.gz
SRR23126373	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077241	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_1_3_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492201	-	SAMN32798709	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	132391	12562122	132391	59443319	m3_1_3_1.fq	SRR23126373.lite	9066537	2023-01-29 06:59:17	0fe64d014c22ceeb71480d74570617f9	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126373/SRR23126373.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126373/SRR23126373.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126373/SRR23126373.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126373/SRR23126373.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_1_3	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/073/SRR23126373/SRR23126373_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/073/SRR23126373/SRR23126373_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/073/SRR23126373/SRR23126373_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/073/SRR23126373/SRR23126373_2.fastq.gz
SRR23126374	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077240	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_1_2_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492200	-	SAMN32798708	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	159468	15355911	159468	71600673	m3_1_2_1.fq	SRR23126374.lite	11179900	2023-01-29 08:25:05	29fc08a8971813c930e468b5bc1a9a9d	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126374/SRR23126374.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126374/SRR23126374.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126374/SRR23126374.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126374/SRR23126374.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_1_2	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/074/SRR23126374/SRR23126374_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/074/SRR23126374/SRR23126374_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/074/SRR23126374/SRR23126374_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/074/SRR23126374/SRR23126374_2.fastq.gz
SRR23126375	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077239	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_1_1_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492199	-	SAMN32798707	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	142295	13595429	142295	63890107	m3_1_1_1.fq	SRR23126375.lite	9737487	2023-01-29 08:24:45	217b74cc29f076bd4a1d8acc88c24b3b	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126375/SRR23126375.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126375/SRR23126375.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126375/SRR23126375.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126375/SRR23126375.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_1_1	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/075/SRR23126375/SRR23126375_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/075/SRR23126375/SRR23126375_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/075/SRR23126375/SRR23126375_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/075/SRR23126375/SRR23126375_2.fastq.gz
SRR23126376	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077238	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_11_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492198	-	SAMN32798706	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	164071	16483068	164071	73667503	m3_2_11_1.fq	SRR23126376.lite	11625447	2023-01-29 13:06:58	8a04582499cae200ab73679e8f729e4c	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126376/SRR23126376.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126376/SRR23126376.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126376/SRR23126376.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126376/SRR23126376.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_11	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/076/SRR23126376/SRR23126376_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/076/SRR23126376/SRR23126376_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/076/SRR23126376/SRR23126376_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/076/SRR23126376/SRR23126376_2.fastq.gz
