sample-id	sublibrary_id	sample_type	management_type	farmer	farm_id	tree_id	collection_batch	extraction_batch	pcr_batch_16s	fwd_primer_16s	rev_primer_16s	dna_concentration_hs_16s	qubit_batch_16s	pcr_batch_its1	fwd_primer_its1	rev_primer_its1	dna_concentration_hs_its1	qubit_batch_its1	is_specimen	dye	dye_concentration	specimen_qc_pass	is_pollination_dic	pi_dic	is_pollination_clsm	pi_clsm	is_germination	callose_plug_index	is_hyphae_present	is_spore_present	fungal_colonization_score	is_insect_present	
psa43	F5_13F_19_08	unbagged_flower	near_forest	sambassor	sa	sa4	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	56,800	2024-12-09	2024-10-22	ITS1fC	ITS2r1	27,600	2025-01-03	1	dAB	0,1%	1	1	37	1	47	1	45	0	0	0	0	
psa51	G5_13G_19_08	unbagged_flower	near_forest	sambassor	sa	sa5	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	41,800	2024-12-09	2024-10-22	ITS1fC	ITS2r1	21,800	2025-01-03	1	dAB	0,1%	1	1	2	1	2	1	12	1	0	1	0	
psa52	H5_20H_19_08	unbagged_flower	near_forest	sambassor	sa	sa5	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	54,200	2024-12-09	2024-10-22	ITS1fC	ITS2r1	79,200	2025-01-03	1	dAB	0,1%	1	1	108	1	148	1	116	1	0	5	0	
psa53	A6_13A_13_06	unbagged_flower	near_forest	sambassor	sa	sa5	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	63,600	2024-12-09	2024-10-22	ITS1fC	ITS2r1	45,600	2025-01-03	1	dAB	0,1%	1	1	8	1	8	1	11	0	0	0	0	
psa61	B6_13B_13_06	unbagged_flower	near_forest	sambassor	sa	sa6	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	40,000	2024-12-09	2024-10-22	ITS1fC	ITS2r1	4,300	2025-01-03	1	dAB	0,1%	1	1	11	1	43	1	3	0	0	0	0	
psa62	C6_14C_13_06	unbagged_flower	near_forest	sambassor	sa	sa6	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	32,200	2024-12-09	2024-10-22	ITS1fC	ITS2r1	3,800	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
psa63	D6_14B_13_06	unbagged_flower	near_forest	sambassor	sa	sa6	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	43,000	2024-12-09	2024-10-22	ITS1fC	ITS2r1	3,940	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
psa71	E6_13E_13_06	unbagged_flower	near_forest	sambassor	sa	sa7	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	30,000	2024-12-09	2024-10-22	ITS1fC	ITS2r1	45,400	2025-01-03	1	dAB	0,1%	1	0	0	1	1	0	0	1	0	5	0	
psa72	F6_13F_13_06	unbagged_flower	near_forest	sambassor	sa	sa7	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	59,400	2024-12-09	2024-10-22	ITS1fC	ITS2r1	42,400	2025-01-03	1	dAB	0,1%	1	1	240	1	349	1	204	0	0	0	0	
psa73	G6_13G_13_06	unbagged_flower	near_forest	sambassor	sa	sa7	2023-12-14	2024-10-22	2024-11-07	515fC	806r2	44,400	2024-12-09	2024-10-22	ITS1fC	ITS2r1	9,100	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
psaEC	B4_13B_13_04	extraction_control	extraction_control	extraction_control	extraction_control	extraction_control	NA	2024-10-22	2024-11-07	515fC	806r2	2,880	2024-12-09	2024-10-22	ITS1fC	ITS2r1	0,346	2025-01-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
psaNC	A4_13A_13_04	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	NA	NA	2024-11-07	515fC	806r2	3,000	2024-12-09	2024-10-22	ITS1fC	ITS2r1	0,290	2025-01-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
psaPC	H6_20H_13_06	mock_community	mock_community	mock_community	mock_community	mock_community	NA	NA	2024-11-07	515fC	806r2	33,400	2024-12-09	2024-10-22	ITS1fC	ITS2r1	41,600	2025-01-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
cvr11	C1_14C_13_12	bagged_flower	near_forest	victor	vr	vr1	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	49,4	2024-12-16	2024-10-23	ITS1fC	ITS2r2	13,300	2024-12-29	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cvr12	D1_14B_13_12	bagged_flower	near_forest	victor	vr	vr1	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	68,600	2024-12-16	2024-10-23	ITS1fC	ITS2r2	3,480	2024-12-29	1	dAB	0,1%	1	0	0	1	2	0	0	1	0	1	0	
cvr13	E1_13E_13_12	bagged_flower	near_forest	victor	vr	vr1	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	71,600	2024-12-16	2024-10-23	ITS1fC	ITS2r2	37,600	2024-12-29	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cvr21	F1_13F_13_12	bagged_flower	near_forest	victor	vr	vr2	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	69,800	2024-12-16	2024-10-23	ITS1fC	ITS2r2	13,400	2024-12-29	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cvr22	G1_13G_13_12	bagged_flower	near_forest	victor	vr	vr2	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	106,000	2024-12-16	2024-10-23	ITS1fC	ITS2r2	13,700	2024-12-29	1	dAB	0,1%	1	1	2	1	3	0	0	0	0	0	0	
cvr23	H1_20H_13_12	bagged_flower	near_forest	victor	vr	vr2	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	110,000	2024-12-16	2024-10-23	ITS1fC	ITS2r2	4,380	2024-12-29	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cvr31	A2_13A_13_02	bagged_flower	near_forest	victor	vr	vr3	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	61,600	2024-12-16	2024-10-23	ITS1fC	ITS2r2	3,480	2024-12-29	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cvr32	B2_13B_13_02	bagged_flower	near_forest	victor	vr	vr3	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	95,400	2024-12-16	2024-10-23	ITS1fC	ITS2r2	10,900	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cvr33	C2_14C_13_02	bagged_flower	near_forest	victor	vr	vr3	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	69,000	2024-12-16	2024-10-23	ITS1fC	ITS2r2	34,200	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cvr41	D2_14B_13_02	bagged_flower	near_forest	victor	vr	vr4	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	87,400	2024-12-16	2024-10-23	ITS1fC	ITS2r2	12,500	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cvr42	E2_13E_13_02	bagged_flower	near_forest	victor	vr	vr4	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	54,600	2024-12-16	2024-10-23	ITS1fC	ITS2r2	5,620	2024-12-29	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cvr43	F2_13F_13_02	bagged_flower	near_forest	victor	vr	vr4	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	64,200	2024-12-16	2024-10-23	ITS1fC	ITS2r2	4,760	2024-12-29	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cvr51	G2_13G_13_02	bagged_flower	near_forest	victor	vr	vr5	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	106,000	2024-12-16	2024-10-23	ITS1fC	ITS2r2	11,600	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cvr52	H2_20H_13_02	bagged_flower	near_forest	victor	vr	vr5	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	78	2024-12-16	2024-10-23	ITS1fC	ITS2r2	19,100	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cvr53	A3_13A_13_03	bagged_flower	near_forest	victor	vr	vr5	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	90,800	2024-12-16	2024-10-23	ITS1fC	ITS2r2	26,400	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cvr61	B3_13B_13_03	bagged_flower	near_forest	victor	vr	vr6	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	43,200	2024-12-16	2024-10-23	ITS1fC	ITS2r2	6,380	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cvr62	C3_14C_13_03	bagged_flower	near_forest	victor	vr	vr6	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	73,600	2024-12-16	2024-10-23	ITS1fC	ITS2r2	7,940	2024-12-29	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cvr63	D3_14B_13_03	bagged_flower	near_forest	victor	vr	vr6	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	63,600	2024-12-16	2024-10-23	ITS1fC	ITS2r2	5,800	2024-12-29	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cvr71	E3_13E_13_03	bagged_flower	near_forest	victor	vr	vr7	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	54,000	2024-12-16	2024-10-23	ITS1fC	ITS2r2	4,980	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cvr72	F3_13F_13_03	bagged_flower	near_forest	victor	vr	vr7	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	77,800	2024-12-16	2024-10-23	ITS1fC	ITS2r2	4,560	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cvr73	G3_13G_13_03	bagged_flower	near_forest	victor	vr	vr7	2023-12-15	2024-10-23	2024-10-31	515fB	806r1	77,200	2024-12-16	2024-10-23	ITS1fC	ITS2r2	29,000	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cvrEC	B1_13B_13_12	extraction_control	extraction_control	extraction_control	extraction_control	extraction_control	NA	2024-10-23	2024-10-31	515fB	806r1	3,600	2024-12-16	2024-10-23	ITS1fC	ITS2r2	0,194	2024-12-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
cvrNC	A1_13A_13_12	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	NA	NA	2024-10-31	515fB	806r1	3,040	2024-12-16	2024-10-23	ITS1fC	ITS2r2	0,314	2024-12-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
cvrPC	H3_20H_13_03	mock_community	mock_community	mock_community	mock_community	mock_community	NA	NA	2024-10-31	515fB	806r1	33,400	2024-12-16	2024-10-23	ITS1fC	ITS2r2	13,600	2024-12-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pvr11	C4_14C_13_04	unbagged_flower	near_forest	victor	vr	vr1	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	110,000	2024-12-16	2024-10-25	ITS1fC	ITS2r3	78,200	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pvr12	D4_14B_13_04	unbagged_flower	near_forest	victor	vr	vr1	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	56,800	2024-12-16	2024-10-25	ITS1fC	ITS2r3	4,000	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pvr13	E4_13E_13_04	unbagged_flower	near_forest	victor	vr	vr1	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	58,200	2024-12-16	2024-10-25	ITS1fC	ITS2r3	30,000	2024-12-29	1	dAB	0,1%	1	0	0	1	2	0	0	0	0	0	0	
pvr21	F4_13F_13_04	unbagged_flower	near_forest	victor	vr	vr2	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	109,000	2024-12-16	2024-10-25	ITS1fC	ITS2r3	40,200	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pvr22	G4_13G_13_04	unbagged_flower	near_forest	victor	vr	vr2	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	110,000	2024-12-16	2024-10-25	ITS1fC	ITS2r3	68,200	2024-12-29	1	dAB	0,1%	1	1	15	1	18	0	0	1	1	5	0	
pvr23	H4_20H_13_04	unbagged_flower	near_forest	victor	vr	vr2	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	79,200	2024-12-16	2024-10-25	ITS1fC	ITS2r3	20,000	2024-12-29	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
pvr31	A5_13A_19_08	unbagged_flower	near_forest	victor	vr	vr3	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	86,800	2024-12-16	2024-10-25	ITS1fC	ITS2r3	23,800	2024-12-29	1	dAB	0,1%	1	1	6	1	6	1	18	1	0	3	0	
pvr32	B5_13B_19_08	unbagged_flower	near_forest	victor	vr	vr3	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	78,800	2024-12-16	2024-10-25	ITS1fC	ITS2r3	16,300	2024-12-29	1	dAB	0,1%	1	1	1	1	1	0	0	0	0	0	0	
pvr33	C5_14C_19_08	unbagged_flower	near_forest	victor	vr	vr3	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	102,000	2024-12-16	2024-10-25	ITS1fC	ITS2r3	44,800	2024-12-29	1	dAB	0,1%	1	0	0	1	NA	1	180	1	0	5	0	
pvr41	D5_14B_19_08	unbagged_flower	near_forest	victor	vr	vr4	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	56,2	2024-12-16	2024-10-25	ITS1fC	ITS2r3	10,400	2024-12-29	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pvr42	E5_13E_19_08	unbagged_flower	near_forest	victor	vr	vr4	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	92,000	2024-12-16	2024-10-25	ITS1fC	ITS2r3	63,200	2024-12-29	1	dAB	0,1%	1	1	1	1	1	1	47	1	0	5	0	
pvr43	F5_13F_19_08	unbagged_flower	near_forest	victor	vr	vr4	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	83,600	2024-12-16	2024-10-25	ITS1fC	ITS2r3	36,000	2024-12-29	1	dAB	0,1%	1	0	0	1	2	1	369	1	1	4	0	
pvr51	G5_13G_19_08	unbagged_flower	near_forest	victor	vr	vr5	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	61,800	2024-12-16	2024-10-25	ITS1fC	ITS2r3	36,200	2024-12-29	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	1	0	
pvr52	H5_20H_19_08	unbagged_flower	near_forest	victor	vr	vr5	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	111,000	2024-12-16	2024-10-25	ITS1fC	ITS2r3	49,000	2024-12-29	1	dAB	0,1%	1	1	3	1	4	1	54	0	0	0	0	
pvr53	A6_13A_13_06	unbagged_flower	near_forest	victor	vr	vr5	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	112,000	2024-12-16	2024-10-25	ITS1fC	ITS2r3	53,400	2024-12-29	1	dAB	0,1%	1	0	0	1	3	1	414	1	0	5	0	
pvr61	B6_13B_13_06	unbagged_flower	near_forest	victor	vr	vr6	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	83,200	2024-12-16	2024-10-25	ITS1fC	ITS2r3	25,400	2024-12-29	1	dAB	0,1%	1	0	0	1	2	1	443	0	0	0	0	
pvr62	C6_14C_13_06	unbagged_flower	near_forest	victor	vr	vr6	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	81,600	2024-12-16	2024-10-25	ITS1fC	ITS2r3	20,600	2024-12-29	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	5	0	
pvr63	D6_14B_13_06	unbagged_flower	near_forest	victor	vr	vr6	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	82,800	2024-12-16	2024-10-25	ITS1fC	ITS2r3	25,600	2024-12-29	1	dAB	0,1%	1	1	3	1	3	1	45	0	0	0	0	
pvr71	E6_13E_13_06	unbagged_flower	near_forest	victor	vr	vr7	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	57,400	2024-12-16	2024-10-25	ITS1fC	ITS2r3	33,400	2024-12-29	1	dAB	0,1%	1	1	2	1	10	1	86	1	0	5	0	
pvr72	F6_13F_13_06	unbagged_flower	near_forest	victor	vr	vr7	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	75,800	2024-12-16	2024-10-25	ITS1fC	ITS2r3	21,000	2024-12-29	1	dAB	0,1%	1	0	0	1	NA	0	0	0	0	0	0	
pvr73	G6_13G_13_06	unbagged_flower	near_forest	victor	vr	vr7	2023-12-15	2024-10-25	2024-11-02	515fB	806r2	88,800	2024-12-16	2024-10-25	ITS1fC	ITS2r3	6,300	2024-12-29	1	dAB	0,1%	1	0	0	1	1	0	0	0	0	0	0	
pvrEC	B4_13B_13_04	extraction_control	extraction_control	extraction_control	extraction_control	extraction_control	NA	2024-10-25	2024-11-02	515fB	806r2	4,240	2024-12-16	2024-10-25	ITS1fC	ITS2r3	0,206	2024-12-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pvrNC	A4_13A_13_04	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	NA	NA	2024-11-02	515fB	806r2	5,240	2024-12-16	2024-10-25	ITS1fC	ITS2r3	0,334	2024-12-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pvrPC	H6_20H_13_06	mock_community	mock_community	mock_community	mock_community	mock_community	NA	NA	2024-11-02	515fB	806r2	81,800	2024-12-16	2024-10-25	ITS1fC	ITS2r3	19,800	2024-12-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
cyb11	C1_14C_13_12	bagged_flower	full_sun	yaw_berima	yb	yb1	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	63,800	2024-12-16	2024-10-27	ITS1fC	ITS2r4	8,260	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cyb12	D1_14B_13_12	bagged_flower	full_sun	yaw_berima	yb	yb1	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	67,800	2024-12-16	2024-10-27	ITS1fC	ITS2r4	13,800	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cyb13	E1_13E_13_12	bagged_flower	full_sun	yaw_berima	yb	yb1	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	49,600	2024-12-16	2024-10-27	ITS1fC	ITS2r4	6,780	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cyb21	F1_13F_13_12	bagged_flower	full_sun	yaw_berima	yb	yb2	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	42,600	2024-12-16	2024-10-27	ITS1fC	ITS2r4	41,200	2025-01-03	1	dAB	0,1%	1	1	30	1	31	0	0	0	0	0	0	
cyb22	G1_13G_13_12	bagged_flower	full_sun	yaw_berima	yb	yb2	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	53,200	2024-12-16	2024-10-27	ITS1fC	ITS2r4	20,800	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cyb23	H1_20H_13_12	bagged_flower	full_sun	yaw_berima	yb	yb2	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	36,600	2024-12-16	2024-10-27	ITS1fC	ITS2r4	14,000	2025-01-03	1	dAB	0,1%	1	0	0	1	2	0	0	0	0	0	0	
cyb31	A2_13A_13_02	bagged_flower	full_sun	yaw_berima	yb	yb3	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	35,400	2024-12-16	2024-10-27	ITS1fC	ITS2r4	4,980	2025-01-03	1	dAB	0,1%	1	1	4	1	5	0	0	0	0	0	0	
cyb32	B2_13B_13_02	bagged_flower	full_sun	yaw_berima	yb	yb3	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	70,200	2024-12-16	2024-10-27	ITS1fC	ITS2r4	2,440	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cyb33	C2_14C_13_02	bagged_flower	full_sun	yaw_berima	yb	yb3	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	59,400	2024-12-16	2024-10-27	ITS1fC	ITS2r4	4,860	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cyb41	D2_14B_13_02	bagged_flower	full_sun	yaw_berima	yb	yb4	2023-12-14	2024-09-20	2024-11-08	515fC	806r3	38,400	2024-12-16	2024-10-27	ITS1fC	ITS2r4	8,480	2025-01-03	1	dAB	0,1%	1	0	0	1	1	0	0	0	0	0	0	
cyb42	E2_13E_13_02	bagged_flower	full_sun	yaw_berima	yb	yb4	2023-12-14	2024-09-20	2024-11-08	515fC	806r3	110,000	2024-12-16	2024-10-27	ITS1fC	ITS2r4	53,000	2025-01-03	1	dAB	0,1%	1	1	1	1	1	0	0	0	0	0	0	
cyb43	F2_13F_13_02	bagged_flower	full_sun	yaw_berima	yb	yb4	2023-12-14	2024-09-20	2024-11-08	515fC	806r3	100,000	2024-12-16	2024-10-27	ITS1fC	ITS2r4	64,800	2025-01-03	1	dAB	0,1%	1	1	110	1	340	1	7	1	0	2	0	
cyb51	G2_13G_13_02	bagged_flower	full_sun	yaw_berima	yb	yb5	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	73,600	2024-12-16	2024-10-27	ITS1fC	ITS2r4	9,280	2025-01-03	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cyb52	H2_20H_13_02	bagged_flower	full_sun	yaw_berima	yb	yb5	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	64,600	2024-12-16	2024-10-27	ITS1fC	ITS2r4	18,000	2025-01-03	1	no_stain	NA	1	0	0	0	0	NA	NA	NA	NA	NA	0	
cyb53	A3_13A_13_03	bagged_flower	full_sun	yaw_berima	yb	yb5	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	108,000	2024-12-16	2024-10-27	ITS1fC	ITS2r4	32,800	2025-01-03	1	no_stain	NA	1	0	0	0	0	NA	NA	NA	NA	NA	0	
cyb61	B3_13B_13_03	bagged_flower	full_sun	yaw_berima	yb	yb6	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	57,600	2024-12-16	2024-10-27	ITS1fC	ITS2r4	20,000	2025-01-03	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cyb62	C3_14C_13_03	bagged_flower	full_sun	yaw_berima	yb	yb6	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	60,800	2024-12-16	2024-10-27	ITS1fC	ITS2r4	15,700	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cyb63	D3_14B_13_03	bagged_flower	full_sun	yaw_berima	yb	yb6	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	41,400	2024-12-16	2024-10-27	ITS1fC	ITS2r4	3,420	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cyb71	E3_13E_13_03	bagged_flower	full_sun	yaw_berima	yb	yb7	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	40,800	2024-12-16	2024-10-27	ITS1fC	ITS2r4	2,040	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cyb72	F3_13F_13_03	bagged_flower	full_sun	yaw_berima	yb	yb7	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	68,400	2024-12-16	2024-10-27	ITS1fC	ITS2r4	6,040	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
cyb73	G3_13G_13_03	bagged_flower	full_sun	yaw_berima	yb	yb7	2023-12-14	2024-10-27	2024-11-08	515fC	806r3	60,000	2024-12-16	2024-10-27	ITS1fC	ITS2r4	37,200	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
cybEC	B1_13B_13_12	extraction_control	extraction_control	extraction_control	extraction_control	extraction_control	NA	2024-10-27	2024-11-08	515fC	806r3	3,000	2024-12-16	2024-10-27	ITS1fC	ITS2r4	0,794	2025-01-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
cybNC	A1_13A_13_12	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	negative_pcr_control	NA	NA	2024-11-08	515fC	806r3	3,780	2024-12-16	2024-10-27	ITS1fC	ITS2r4	0,378	2025-01-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
cybPC	H3_20H_13_03	mock_community	mock_community	mock_community	mock_community	mock_community	NA	NA	2024-11-08	515fC	806r3	47,400	2024-12-16	2024-10-27	ITS1fC	ITS2r4	25,000	2025-01-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
pyb11	C4_14C_13_04	unbagged_flower	full_sun	yaw_berima	yb	yb1	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	35,200	2024-12-16	2024-10-28	ITS1fD	ITS2r1	2,300	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pyb12	D4_14B_13_04	unbagged_flower	full_sun	yaw_berima	yb	yb1	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	51,600	2024-12-16	2024-10-28	ITS1fD	ITS2r1	48,400	2025-01-03	1	dAB	0,1%	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	
pyb13	E4_13E_13_04	unbagged_flower	full_sun	yaw_berima	yb	yb1	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	38,200	2024-12-16	2024-10-28	ITS1fD	ITS2r1	12,300	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	0	0	0	0	
pyb21	F4_13F_13_04	unbagged_flower	full_sun	yaw_berima	yb	yb2	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	67,200	2024-12-16	2024-10-28	ITS1fD	ITS2r1	71,200	2025-01-03	1	dAB	0,1%	1	0	0	1	18	0	0	1	0	5	0	
pyb22	G4_13G_13_04	unbagged_flower	full_sun	yaw_berima	yb	yb2	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	56,200	2024-12-16	2024-10-28	ITS1fD	ITS2r1	52,600	2025-01-03	1	dAB	0,1%	1	0	0	0	0	NA	NA	1	0	4	0	
pyb23	H4_20H_13_04	unbagged_flower	full_sun	yaw_berima	yb	yb2	2023-12-14	2024-10-28	2024-11-08	515fC	806r4	48,000	2024-12-16	2024-10-28	ITS1fD	ITS2r1	44,000	2025-01-03	1	dAB	0,1%	1	1	21	1	28	1	69	1	0	3	0	
