run_accession	study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	biosample	bioproject	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	altitude	temp	tree_height	plantation	replicate	biosamplemodel	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRR10614099	SRP235361	Theobroma cacao leaf metagenome	SRX7293307	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree63	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree63	1297858	leaf metagenome	Bac_T63	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786615	-	SAMN13519367	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	33168	13040927	33168	19762800	Bac_T63_R1.fastq.gz	SRR10614099.sralite	5078882	2020-06-19 19:48:07	d9a6848dd7001947705f04198a46fee6	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR10614099/SRR10614099.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614099.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614099.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614099/SRR10614099.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	4.153 N 11.3837 E	605m	25.73	9.6m	Nkolobang	Obala_rep15	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/099/SRR10614099/SRR10614099_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/099/SRR10614099/SRR10614099_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/099/SRR10614099/SRR10614099_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/099/SRR10614099/SRR10614099_2.fastq.gz
SRR10614100	SRP235361	Theobroma cacao leaf metagenome	SRX7293306	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree62	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree62	1297858	leaf metagenome	Bac_T62	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786614	-	SAMN13519366	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	61617	24334369	61617	36787351	Bac_T62_R1.fastq.gz	SRR10614100.sralite	9382042	2020-06-22 12:10:34	6be0a5fed47f5e44d5171f85b1fc5f32	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR10614100/SRR10614100.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614100.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614100.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614100/SRR10614100.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	4.153 N 11.3837 E	605m	25.73	9.7m	Nkolobang	Obala_rep14	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/000/SRR10614100/SRR10614100_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/000/SRR10614100/SRR10614100_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/000/SRR10614100/SRR10614100_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/000/SRR10614100/SRR10614100_2.fastq.gz
SRR10614101	SRP235361	Theobroma cacao leaf metagenome	SRX7293305	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree61	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree61	1297858	leaf metagenome	Bac_T61	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786613	-	SAMN13519365	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	27987	11351671	27987	16723565	Bac_T61_R1.fastq.gz	SRR10614101.sralite	4311869	2020-06-19 19:48:11	cbe961c10e2ef8ad1299e43428cc3965	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR10614101/SRR10614101.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614101.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614101.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614101/SRR10614101.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	4.153 N 11.3837 E	605m	25.73	10.6m	Nkolobang	Obala_rep13	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/001/SRR10614101/SRR10614101_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/001/SRR10614101/SRR10614101_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/001/SRR10614101/SRR10614101_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/001/SRR10614101/SRR10614101_2.fastq.gz
SRR10614102	SRP235361	Theobroma cacao leaf metagenome	SRX7293304	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree07	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree07	1297858	leaf metagenome	Bac_T7	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786644	-	SAMN13519311	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	69147	27456780	69147	41442537	Bac_T7_R1.fastq.gz	SRR10614102.sralite	10566786	2020-06-19 19:48:16	38b2039a1d28e38dc77103c05d9af0c0	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-7/SRR10614102/SRR10614102.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614102.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614102.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614102/SRR10614102.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9468 N 11.0018 E	370m	25.18	6.3m	Pan-Makak	Boumnyebel_rep7	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/002/SRR10614102/SRR10614102_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/002/SRR10614102/SRR10614102_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/002/SRR10614102/SRR10614102_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/002/SRR10614102/SRR10614102_2.fastq.gz
SRR10614103	SRP235361	Theobroma cacao leaf metagenome	SRX7293303	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree60	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree60	1297858	leaf metagenome	Bac_T60	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786612	-	SAMN13519364	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	42333	16772504	42333	25230796	Bac_T60_R1.fastq.gz	SRR10614103.sralite	6467274	2020-06-21 13:29:34	4d062a2a3eb715f5d07b25c4f1edc0ab	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR10614103/SRR10614103.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614103.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614103.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614103/SRR10614103.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	4.1521 N 11.3829 E	659m	24.07	10.9m	Nkolobang	Obala_rep12	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/003/SRR10614103/SRR10614103_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/003/SRR10614103/SRR10614103_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/003/SRR10614103/SRR10614103_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/003/SRR10614103/SRR10614103_2.fastq.gz
SRR10614104	SRP235361	Theobroma cacao leaf metagenome	SRX7293302	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree59	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree59	1297858	leaf metagenome	Bac_T59	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786611	-	SAMN13519363	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	89443	35332167	89443	53394148	Bac_T59_R1.fastq.gz	SRR10614104.sralite	13588550	2020-06-21 13:29:41	8310a559b4ef1e3e986200933ace9208	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR10614104/SRR10614104.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614104.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614104.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614104/SRR10614104.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	4.1521 N 11.3829 E	659m	24.07	9.6m	Nkolobang	Obala_rep11	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/004/SRR10614104/SRR10614104_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/004/SRR10614104/SRR10614104_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/004/SRR10614104/SRR10614104_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/004/SRR10614104/SRR10614104_2.fastq.gz
SRR10614105	SRP235361	Theobroma cacao leaf metagenome	SRX7293301	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree58	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree58	1297858	leaf metagenome	Bac_T58	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786610	-	SAMN13519362	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	101102	40307527	101102	60718927	Bac_T58_R1.fastq.gz	SRR10614105.sralite	15411126	2020-06-21 13:29:42	e9e5c26691d15775b85cbe6f92e572fb	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR10614105/SRR10614105.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614105.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614105.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614105/SRR10614105.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	4.1521 N 11.3829 E	659m	24.07	11.8m	Nkolobang	Obala_rep10	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/005/SRR10614105/SRR10614105_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/005/SRR10614105/SRR10614105_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/005/SRR10614105/SRR10614105_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/005/SRR10614105/SRR10614105_2.fastq.gz
SRR10614106	SRP235361	Theobroma cacao leaf metagenome	SRX7293300	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree57	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree57	1297858	leaf metagenome	Bac_T57	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786609	-	SAMN13519361	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	139117	55405216	139117	83392593	Bac_T57_R1.fastq.gz	SRR10614106.sralite	21159961	2020-06-21 13:29:45	056b7f08efe01ad8134d1c7935cc3743	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR10614106/SRR10614106.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614106.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614106.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614106/SRR10614106.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	4.1521 N 11.3829 E	659m	24.07	10.8m	Nkolobang	Obala_rep9	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/006/SRR10614106/SRR10614106_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/006/SRR10614106/SRR10614106_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/006/SRR10614106/SRR10614106_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/006/SRR10614106/SRR10614106_2.fastq.gz
SRR10614107	SRP235361	Theobroma cacao leaf metagenome	SRX7293299	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree56	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree56	1297858	leaf metagenome	Bac_T56	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786607	-	SAMN13519360	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	113080	44904611	113080	67817161	Bac_T56_R1.fastq.gz	SRR10614107.sralite	17215854	2020-06-21 13:29:27	ceb4c7836d71a5654371dca67877658a	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR10614107/SRR10614107.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614107.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614107.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614107/SRR10614107.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	4.1039 N 11.4815 E	287m	25	10.6m	Ekabita_Essele	Obala_rep8	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/007/SRR10614107/SRR10614107_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/007/SRR10614107/SRR10614107_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/007/SRR10614107/SRR10614107_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/007/SRR10614107/SRR10614107_2.fastq.gz
SRR10614108	SRP235361	Theobroma cacao leaf metagenome	SRX7293298	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree55	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree55	1297858	leaf metagenome	Bac_T55	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786606	-	SAMN13519359	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	97065	38361981	97065	58236156	Bac_T55_R1.fastq.gz	SRR10614108.sralite	14801503	2020-06-22 12:10:36	c22fe168c63fc34d104f437fcf211732	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-2/SRR10614108/SRR10614108.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614108.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614108.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614108/SRR10614108.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	4.1039 N 11.4815 E	287m	25	11.2m	Ekabita_Essele	Obala_rep7	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/008/SRR10614108/SRR10614108_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/008/SRR10614108/SRR10614108_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/008/SRR10614108/SRR10614108_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/008/SRR10614108/SRR10614108_2.fastq.gz
SRR10614109	SRP235361	Theobroma cacao leaf metagenome	SRX7293297	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree54	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree54	1297858	leaf metagenome	Bac_T54	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786605	-	SAMN13519358	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	164248	65324989	164248	98474515	Bac_T54_R1.fastq.gz	SRR10614109.sralite	24979598	2020-06-22 12:10:34	3891c7ee641f2fe855b677a53f43c7d8	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR10614109/SRR10614109.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614109.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/614/SRR10614109.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614109/SRR10614109.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	4.1039 N 11.4815 E	287m	25	9.6m	Ekabita_Essele	Obala_rep6	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/009/SRR10614109/SRR10614109_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/009/SRR10614109/SRR10614109_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/009/SRR10614109/SRR10614109_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/009/SRR10614109/SRR10614109_2.fastq.gz
SRR10614110	SRP235361	Theobroma cacao leaf metagenome	SRX7293296	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree53	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree53	1297858	leaf metagenome	Bac_T53	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786604	-	SAMN13519357	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	107248	42359283	107248	64270161	Bac_T53_R1.fastq.gz	SRR10614110.sralite	16312050	2020-06-22 12:10:30	c2f1bc6c5b4a7748115f4721d28c7009	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-2/SRR10614110/SRR10614110.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614110.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614110.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614110/SRR10614110.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	4.1039 N 11.4815 E	287m	25	10.8m	Ekabita_Essele	Obala_rep5	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/010/SRR10614110/SRR10614110_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/010/SRR10614110/SRR10614110_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/010/SRR10614110/SRR10614110_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/010/SRR10614110/SRR10614110_2.fastq.gz
SRR10614111	SRP235361	Theobroma cacao leaf metagenome	SRX7293295	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree52	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree52	1297858	leaf metagenome	Bac_T52	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786603	-	SAMN13519356	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	90323	36506214	90323	54094819	Bac_T52_R1.fastq.gz	SRR10614111.sralite	13758425	2020-06-22 12:10:25	d068d76f888f5f1ba4917d2333cfb5d6	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR10614111/SRR10614111.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614111.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614111.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614111/SRR10614111.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	3.8696 N 11.456 E	292m	24.67	8.1m	Ekabita_Essele	Obala_rep4	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/011/SRR10614111/SRR10614111_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/011/SRR10614111/SRR10614111_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/011/SRR10614111/SRR10614111_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/011/SRR10614111/SRR10614111_2.fastq.gz
SRR10614112	SRP235361	Theobroma cacao leaf metagenome	SRX7293294	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree51	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree51	1297858	leaf metagenome	Bac_T51	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786602	-	SAMN13519355	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	127576	50930432	127576	76420473	Bac_T51_R1.fastq.gz	SRR10614112.sralite	19403543	2020-06-22 12:10:26	8bb0302e8eae94f70793df61c300347d	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-2/SRR10614112/SRR10614112.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614112.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614112.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614112/SRR10614112.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Obala	Theobroma cacao	3.8696 N 11.456 E	292m	24.67	8.5m	Ekabita_Essele	Obala_rep3	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/012/SRR10614112/SRR10614112_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/012/SRR10614112/SRR10614112_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/012/SRR10614112/SRR10614112_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/012/SRR10614112/SRR10614112_2.fastq.gz
SRR10614113	SRP235361	Theobroma cacao leaf metagenome	SRX7293293	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree06	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree06	1297858	leaf metagenome	Bac_T6	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786643	-	SAMN13519310	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	90271	36285413	90271	54028813	Bac_T6_R1.fastq.gz	SRR10614113.sralite	13750393	2020-06-24 01:50:42	1e0618089a44857a57e4adc7dd0c78b4	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR10614113/SRR10614113.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614113.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614113.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614113/SRR10614113.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9468 N 11.0018 E	370m	25.18	7.8m	Pan-Makak	Boumnyebel_rep6	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/013/SRR10614113/SRR10614113_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/013/SRR10614113/SRR10614113_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/013/SRR10614113/SRR10614113_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/013/SRR10614113/SRR10614113_2.fastq.gz
